filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID
GTY030 clump 25C 5 01 m-25.csv,Mito 16,17,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.33,4441.13,816.62,1261672.13,349.56,NA,NA,NA,NA,NA,15.59,6.74,2.9,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 01 m-35.csv,ROIs 1,1,220.82,428,1144,585.39,109000000,51.71,222,1643,407.56,75583017,141.09,335.39,5778.57,586.64,109000000,138.94,0.0211,15382.42,424.24,78675728,743.84,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,2,NA
GTY030 clump 25C 5 01 m-35.csv,Mito 8,9,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.64,1426.43,734.5,780771.88,107.82,NA,NA,NA,NA,NA,17.62,7.19,2.38,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 01 m-35.csv,Mito 18,19,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.33,4441.13,813.11,1437584.63,344.02,NA,NA,NA,NA,NA,15.59,6.75,2.91,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 01 m-50.csv,ROIs 1,1,220.82,428,1144,585.39,109000000,51.71,222,1643,407.56,75583017,141.09,335.39,5778.57,586.64,109000000,138.94,0.0211,15382.42,424.24,78675728,743.84,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,2,NA
GTY030 clump 25C 5 01 m-50.csv,Mito 8,9,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.18,1426.43,724.94,934443,117.24,NA,NA,NA,NA,NA,17.62,7.21,2.42,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 01 m-50.csv,Mito 11,12,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.33,4512.05,810.14,1771779,348.27,NA,NA,NA,NA,NA,15.58,6.74,2.92,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 02 m-25.csv,ROIs 1,1,278.53,430,1717,594.92,139000000,66.83,222,1849,443.23,104000000,136.15,271.58,14127.98,595.46,139000000,248.02,9.9,22474.71,469.71,110000000,821.64,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,4,NA
GTY030 clump 25C 5 02 m-25.csv,Mito 18,19,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.17,12892.69,769.69,2257502.75,636.93,NA,NA,NA,NA,NA,29.12,50.46,2.24,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 02 m-25.csv,Mito 21,22,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.86,1867.68,682.48,221123.66,188.61,NA,NA,NA,NA,NA,30.16,52.23,2.74,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 02 m-25.csv,Mito 24,25,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.88,871.58,656.16,62990.96,80.31,NA,NA,NA,NA,NA,29.12,53.61,3.73,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 02 m-25.csv,Mito 25,26,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.29,1007.28,653,341517.78,95.44,NA,NA,NA,NA,NA,27.76,54.6,3.32,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 02 m-35.csv,ROIs 1,1,278.53,430,1717,594.92,139000000,66.83,222,1849,443.23,104000000,136.15,271.58,14127.98,595.46,139000000,248.02,9.9,22474.71,469.71,110000000,821.64,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,4,NA
GTY030 clump 25C 5 02 m-35.csv,Mito 15,16,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.17,12892.69,771.5,2543631,634.37,NA,NA,NA,NA,NA,29.11,50.48,2.23,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 02 m-35.csv,Mito 19,20,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.92,1867.68,693.05,255041.45,211.14,NA,NA,NA,NA,NA,30.16,52.23,2.74,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 02 m-35.csv,Mito 24,25,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.88,871.58,652.75,69844.48,80.02,NA,NA,NA,NA,NA,29.11,53.61,3.75,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 02 m-35.csv,Mito 25,26,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.29,1007.28,653.02,382670.81,97.38,NA,NA,NA,NA,NA,27.75,54.6,3.31,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 02 m-50.csv,ROIs 1,1,278.53,430,1717,594.92,139000000,66.83,222,1849,443.23,104000000,136.15,271.58,14127.98,595.46,139000000,248.02,9.9,22474.71,469.71,110000000,821.64,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,4,NA
GTY030 clump 25C 5 02 m-50.csv,Mito 16,17,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.17,12892.69,767.85,3158937,630.67,NA,NA,NA,NA,NA,29.1,50.49,2.21,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 02 m-50.csv,Mito 17,18,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.38,2343.03,707.56,314866.19,243.42,NA,NA,NA,NA,NA,30.16,52.24,2.75,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 02 m-50.csv,Mito 21,22,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513.51,871.58,650.95,87227.63,80.18,NA,NA,NA,NA,NA,29.13,53.61,3.75,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 02 m-50.csv,Mito 22,23,0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.98,1007.28,652.66,458164.47,101.53,NA,NA,NA,NA,NA,27.74,54.61,3.3,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-25.csv,ROIs 1,1,321.54,428,4095,633.29,171000000,120.23,225,1991,411.79,111000000,142.33,45.68,77597.46,634.19,171000000,713.45,2.05,25196.72,428.49,116000000,784.6,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,7,NA
GTY030 clump 25C 5 03 m-25.csv,Mito 5,6,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572.48,934.31,741.41,312873.47,80.27,NA,NA,NA,NA,NA,60.24,50.99,1.35,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-25.csv,Mito 8,9,0.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.09,5816.03,798.8,618271.75,467,NA,NA,NA,NA,NA,63.97,54.19,2.08,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-25.csv,Mito 11,12,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.69,1046.93,791.47,139298.66,109,NA,NA,NA,NA,NA,65.94,54.28,2.36,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-25.csv,Mito 14,15,0.0893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.51,1095.42,697.2,52290.14,181.29,NA,NA,NA,NA,NA,62.12,54.2,2.46,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-25.csv,Mito 15,16,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566.55,1134.76,749.94,272229.75,101.86,NA,NA,NA,NA,NA,66.09,55.57,2.74,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-25.csv,Mito 20,21,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.02,2842.45,699.13,755757.13,400.54,NA,NA,NA,NA,NA,62.96,52.8,2.75,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-25.csv,Mito 22,23,0.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.99,1132.47,684.48,283373.72,139.56,NA,NA,NA,NA,NA,58.77,53.54,3.22,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-35.csv,ROIs 1,1,321.54,428,4095,633.29,171000000,120.23,225,1991,411.79,111000000,142.33,45.68,77597.46,634.19,171000000,713.45,2.05,25196.72,428.49,116000000,784.6,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,7,NA
GTY030 clump 25C 5 03 m-35.csv,Mito 4,5,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572.48,934.31,738.42,369207.97,81,NA,NA,NA,NA,NA,60.25,51,1.32,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-35.csv,Mito 7,8,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.09,9022.77,826.32,735422.25,598.76,NA,NA,NA,NA,NA,63.98,54.19,2.05,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-35.csv,Mito 10,11,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.69,1046.93,789.59,151601.53,108.87,NA,NA,NA,NA,NA,65.95,54.28,2.36,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-35.csv,Mito 16,17,0.0976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.02,1095.42,694.36,56937.8,190.98,NA,NA,NA,NA,NA,62.13,54.2,2.45,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-35.csv,Mito 17,18,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566.55,1134.76,749.8,307419.06,101.88,NA,NA,NA,NA,NA,66.09,55.57,2.73,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-35.csv,Mito 21,22,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.02,2842.45,703.25,848821.81,401.27,NA,NA,NA,NA,NA,62.96,52.8,2.76,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-35.csv,Mito 22,23,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.99,1132.47,685.89,314137.34,146.62,NA,NA,NA,NA,NA,58.76,53.54,3.22,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-50.csv,ROIs 1,1,321.54,428,4095,633.29,171000000,120.23,225,1991,411.79,111000000,142.33,45.68,77597.46,634.19,171000000,713.45,2.05,25196.72,428.49,116000000,784.6,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,6,NA
GTY030 clump 25C 5 03 m-50.csv,Mito 5,6,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.81,934.31,732.4,501691.97,80.94,NA,NA,NA,NA,NA,60.31,51.03,1.27,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-50.csv,Mito 6,7,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.51,9050.96,830.46,960011.75,611.58,NA,NA,NA,NA,NA,63.99,54.19,2.03,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-50.csv,Mito 10,11,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.69,1046.93,785.02,179768.94,107.99,NA,NA,NA,NA,NA,65.95,54.28,2.37,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-50.csv,Mito 14,15,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558.47,1134.76,747.53,382737.91,102.41,NA,NA,NA,NA,NA,66.09,55.56,2.73,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-50.csv,Mito 18,19,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5,3105.13,705.12,1104922.13,389.92,NA,NA,NA,NA,NA,62.89,52.9,2.74,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 03 m-50.csv,Mito 19,20,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.41,1209.99,685.48,374959.88,156.54,NA,NA,NA,NA,NA,58.77,53.54,3.23,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 04 m-25.csv,ROIs 1,1,273.35,440,800,598.17,137000000,47.48,242,2897,477.75,110000000,205.58,341.77,2056.11,599.02,138000000,97.09,0.527,39776.65,504.62,116000000,1190.02,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,4,NA
GTY030 clump 25C 5 04 m-25.csv,Mito 1,2,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637.74,833.11,742.29,241244.97,40.82,NA,NA,NA,NA,NA,73.97,46.74,1.12,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 04 m-25.csv,Mito 10,11,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.01,1761.99,778.51,1362386.75,135.51,NA,NA,NA,NA,NA,74.52,46.71,3.19,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 04 m-25.csv,Mito 13,14,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508.17,1278.3,779.9,1226010.38,124.24,NA,NA,NA,NA,NA,77.3,42.21,2.49,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 04 m-25.csv,Mito 23,24,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.8,1233.99,655.3,365659.84,122.71,NA,NA,NA,NA,NA,75.71,43.9,3.24,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 04 m-35.csv,ROIs 1,1,273.35,440,800,598.17,137000000,47.48,242,2897,477.75,110000000,205.58,341.77,2056.11,599.02,138000000,97.09,0.527,39776.65,504.62,116000000,1190.02,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,4,NA
GTY030 clump 25C 5 04 m-35.csv,Mito 1,2,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637.74,833.11,744.05,284971.06,42.06,NA,NA,NA,NA,NA,73.96,46.74,1.14,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 04 m-35.csv,Mito 9,10,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.01,1761.99,776.77,1492944.88,136.01,NA,NA,NA,NA,NA,74.52,46.7,3.2,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 04 m-35.csv,Mito 14,15,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508.17,1278.3,774.55,1374835.13,123.77,NA,NA,NA,NA,NA,77.29,42.19,2.48,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 04 m-35.csv,Mito 23,24,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.8,1286.1,656.04,415926.25,127.94,NA,NA,NA,NA,NA,75.71,43.9,3.24,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 04 m-50.csv,ROIs 1,1,273.35,440,800,598.17,137000000,47.48,242,2897,477.75,110000000,205.58,341.77,2056.11,599.02,138000000,97.09,0.527,39776.65,504.62,116000000,1190.02,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,4,NA
GTY030 clump 25C 5 04 m-50.csv,Mito 1,2,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.28,864.78,747.25,366899.53,45.24,NA,NA,NA,NA,NA,73.95,46.75,1.2,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 04 m-50.csv,Mito 4,5,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.22,1278.3,765.32,1700551.38,121.16,NA,NA,NA,NA,NA,77.27,42.19,2.48,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 04 m-50.csv,Mito 9,10,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.01,1923.6,773.55,1758276.5,136.66,NA,NA,NA,NA,NA,74.52,46.7,3.19,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 04 m-50.csv,Mito 20,21,0.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.8,1286.1,658.28,526626.5,135.77,NA,NA,NA,NA,NA,75.7,43.9,3.26,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 05 m-25.csv,ROIs 1,1,172.78,428,780,577.52,83803309,43.86,231,1963,430.59,62483284,158.76,330.19,1160.65,579.38,84073528,84.98,2.71,23110.8,454.72,65985108,806.42,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,3,NA
GTY030 clump 25C 5 05 m-25.csv,Mito 17,18,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545.6,963.75,749.97,199492.97,89.19,NA,NA,NA,NA,NA,62.82,16.74,2.04,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 05 m-25.csv,Mito 19,20,0.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.93,1087.74,720.31,95081.2,134.52,NA,NA,NA,NA,NA,65.11,17.07,3.04,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 05 m-25.csv,Mito 27,28,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.05,1160.65,737.44,1498469.88,97.54,NA,NA,NA,NA,NA,63.54,18.52,3.22,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 05 m-35.csv,ROIs 1,1,172.78,428,780,577.52,83803309,43.86,231,1963,430.59,62483284,158.76,330.19,1160.65,579.38,84073528,84.98,2.71,23110.8,454.72,65985108,806.42,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,3,NA
GTY030 clump 25C 5 05 m-35.csv,Mito 11,12,0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545.6,963.75,746.85,227789.97,88.15,NA,NA,NA,NA,NA,62.84,16.75,2.03,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 05 m-35.csv,Mito 20,21,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.67,1087.74,706.27,109471.85,133.61,NA,NA,NA,NA,NA,65.11,17.08,3.06,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 05 m-35.csv,Mito 27,28,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.05,1160.65,735.25,1712402.75,98.33,NA,NA,NA,NA,NA,63.54,18.53,3.22,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 05 m-50.csv,ROIs 1,1,172.78,428,780,577.52,83803309,43.86,231,1963,430.59,62483284,158.76,330.19,1160.65,579.38,84073528,84.98,2.71,23110.8,454.72,65985108,806.42,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,3,NA
GTY030 clump 25C 5 05 m-50.csv,Mito 12,13,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545.6,963.75,740.24,291656.03,86.92,NA,NA,NA,NA,NA,62.84,16.76,2.03,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 05 m-50.csv,Mito 15,16,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.13,1087.74,692.87,134416.91,133.59,NA,NA,NA,NA,NA,65.09,17.07,3.08,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 05 m-50.csv,Mito 24,25,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.27,1160.65,728.96,2213115.25,99.19,NA,NA,NA,NA,NA,63.51,18.54,3.24,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 06 m-25.csv,ROIs 1,1,188.01,433,904,573.21,90509481,41.63,225,1487,369.4,58327833,93.08,341.39,3800.51,575.29,90837792,93.81,0.0324,16635.97,387.77,61228576,494.06,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,5,NA
GTY030 clump 25C 5 06 m-25.csv,Mito 2,3,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612.43,2408.7,932.31,192988.88,359.48,NA,NA,NA,NA,NA,38.29,24.34,1.78,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 06 m-25.csv,Mito 3,4,0.0321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598.57,723.97,673.88,18194.8,26.9,NA,NA,NA,NA,NA,37.86,25.25,1.26,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 06 m-25.csv,Mito 4,5,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.1,1145.61,722.89,367953.22,119.62,NA,NA,NA,NA,NA,37.57,27.33,1.53,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 06 m-25.csv,Mito 7,8,0.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.27,890.2,711.17,122321.05,56.61,NA,NA,NA,NA,NA,39.05,26.9,1.46,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 06 m-25.csv,Mito 12,13,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540.62,920.47,749.24,185812.36,82.49,NA,NA,NA,NA,NA,40.22,23.33,2.28,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 06 m-35.csv,ROIs 1,1,188.01,433,904,573.21,90509481,41.63,225,1487,369.4,58327833,93.08,341.39,3800.51,575.29,90837792,93.81,0.0324,16635.97,387.77,61228576,494.06,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,5,NA
GTY030 clump 25C 5 06 m-35.csv,Mito 2,3,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.1,1145.61,713.82,449709.41,114.08,NA,NA,NA,NA,NA,37.55,27.28,1.5,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 06 m-35.csv,Mito 3,4,0.0452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593.15,723.97,673.72,25601.49,27.55,NA,NA,NA,NA,NA,37.86,25.26,1.22,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 06 m-35.csv,Mito 6,7,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.27,934.38,710,147680.97,58.36,NA,NA,NA,NA,NA,39.04,26.92,1.46,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 06 m-35.csv,Mito 12,13,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540.62,923.16,745.16,220565.95,83.63,NA,NA,NA,NA,NA,40.22,23.33,2.27,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 06 m-35.csv,Mito 13,14,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.36,2408.7,918.74,230603.84,356.34,NA,NA,NA,NA,NA,38.27,24.36,1.75,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 06 m-50.csv,ROIs 1,1,188.01,433,904,573.21,90509481,41.63,225,1487,369.4,58327833,93.08,341.39,3800.51,575.29,90837792,93.81,0.0324,16635.97,387.77,61228576,494.06,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,3,NA
GTY030 clump 25C 5 06 m-50.csv,Mito 2,3,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.1,2408.7,748.77,1026567,202.64,NA,NA,NA,NA,NA,37.73,26.36,1.46,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 06 m-50.csv,Mito 7,8,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.27,934.38,706.7,206357.48,57.11,NA,NA,NA,NA,NA,39.03,26.94,1.46,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 06 m-50.csv,Mito 13,14,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540.62,923.16,737.7,266308.13,86.62,NA,NA,NA,NA,NA,40.23,23.34,2.29,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 07 m-25.csv,ROIs 1,1,209.26,416,894,580.4,102000000,46.01,215,2415,435.36,76513342,208.82,320.87,4088.55,580.99,102000000,96.13,1e-6,24696.17,457.67,80434592,954.9,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,2,NA
GTY030 clump 25C 5 07 m-25.csv,Mito 6,7,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.87,1134.53,727.31,1680823.38,112.86,NA,NA,NA,NA,NA,25.04,8.64,2.44,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 07 m-25.csv,Mito 26,27,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.82,1076.35,756.03,455888,96.29,NA,NA,NA,NA,NA,24.03,8.62,3.99,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 07 m-35.csv,ROIs 1,1,209.26,416,894,580.4,102000000,46.01,215,2415,435.36,76513342,208.82,320.87,4088.55,580.99,102000000,96.13,1e-6,24696.17,457.67,80434592,954.9,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,2,NA
GTY030 clump 25C 5 07 m-35.csv,Mito 5,6,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.48,1209.16,723.29,1900091.87,113.47,NA,NA,NA,NA,NA,25.02,8.63,2.41,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 07 m-35.csv,Mito 26,27,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.82,1090.71,755.87,524573.88,99.22,NA,NA,NA,NA,NA,24.04,8.62,3.98,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 07 m-50.csv,ROIs 1,1,209.26,416,894,580.4,102000000,46.01,215,2415,435.36,76513342,208.82,320.87,4088.55,580.99,102000000,96.13,1e-6,24696.17,457.67,80434592,954.9,NA,NA,NA,GTY030 clump 25C 5,ROIs,Object,2,NA
GTY030 clump 25C 5 07 m-50.csv,Mito 3,4,3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.24,1209.16,716.08,2350904.25,113.84,NA,NA,NA,NA,NA,25.01,8.62,2.38,GTY030 clump 25C 5,Mito,Object,NA,1
GTY030 clump 25C 5 07 m-50.csv,Mito 23,24,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.26,1090.71,748.9,694982.88,100.14,NA,NA,NA,NA,NA,24.04,8.64,3.97,GTY030 clump 25C 5,Mito,Object,NA,1
