filename,ID,Item Name,Name,Population,Type,Voxel Count,Volume (µm³),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Number of contained Mito,Compartment ROIs ID,Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470)
PSY106 clump 36C 13 06 m-50.csv,34,PSY106 clump 36C 13,Mito 33,Mito,Object,NA,0.0143,NA,NA,NA,NA,NA,662.08,833.01,762.24,9146.83,47.86,NA,NA,NA,NA,NA,69.14,28.44,2.1,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 06 m-50.csv,50,PSY106 clump 36C 13,Mito 49,Mito,Object,NA,5.85,NA,NA,NA,NA,NA,328.34,1768.68,753.45,3703967.25,213.15,NA,NA,NA,NA,NA,69,28.33,2.64,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 07 m-25.csv,1,PSY106 clump 36C 13,ROIs 1,ROIs,Object,NA,188.99,262,1902,472.91,75058917,128.37,290.9,1644.97,594.33,94331440,116.73,0.34,26982.99,495.14,78588272,757.06,NA,NA,NA,5,NA,443,804,596.66,94700431,44.99
PSY106 clump 36C 13 07 m-25.csv,44,PSY106 clump 36C 13,Mito 43,Mito,Object,NA,0.417,NA,NA,NA,NA,NA,415.39,1442.62,899.09,314681.22,210.51,NA,NA,NA,NA,NA,64.52,22.26,2.48,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 07 m-25.csv,56,PSY106 clump 36C 13,Mito 55,Mito,Object,NA,0.32,NA,NA,NA,NA,NA,355.53,1563.93,826.36,222290.73,270.96,NA,NA,NA,NA,NA,66.51,22.43,2.93,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 07 m-25.csv,57,PSY106 clump 36C 13,Mito 56,Mito,Object,NA,0.298,NA,NA,NA,NA,NA,432.94,1263.64,767.35,191838.23,179.82,NA,NA,NA,NA,NA,71.06,23.14,2.46,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 07 m-25.csv,63,PSY106 clump 36C 13,Mito 62,Mito,Object,NA,0.499,NA,NA,NA,NA,NA,407.93,1644.97,814.76,341385.13,240.36,NA,NA,NA,NA,NA,65.15,23.89,3.05,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 07 m-25.csv,74,PSY106 clump 36C 13,Mito 73,Mito,Object,NA,2.47,NA,NA,NA,NA,NA,420.19,1264.8,752.25,1559421.88,144.68,NA,NA,NA,NA,NA,69.31,23.75,2.26,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 07 m-35.csv,1,PSY106 clump 36C 13,ROIs 1,ROIs,Object,NA,188.99,262,1902,472.91,75058917,128.37,290.9,1644.97,594.33,94331440,116.73,0.34,26982.99,495.14,78588272,757.06,NA,NA,NA,5,NA,443,804,596.66,94700431,44.99
PSY106 clump 36C 13 07 m-35.csv,38,PSY106 clump 36C 13,Mito 37,Mito,Object,NA,0.464,NA,NA,NA,NA,NA,415.39,1442.62,889.86,347047.28,211.96,NA,NA,NA,NA,NA,64.53,22.27,2.48,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 07 m-35.csv,45,PSY106 clump 36C 13,Mito 44,Mito,Object,NA,0.361,NA,NA,NA,NA,NA,355.53,1563.93,809.45,245262.38,272.2,NA,NA,NA,NA,NA,66.51,22.43,2.94,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 07 m-35.csv,46,PSY106 clump 36C 13,Mito 45,Mito,Object,NA,0.345,NA,NA,NA,NA,NA,432.94,1263.64,761.32,220781.41,177.18,NA,NA,NA,NA,NA,71.05,23.15,2.45,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 07 m-35.csv,47,PSY106 clump 36C 13,Mito 46,Mito,Object,NA,3.03,NA,NA,NA,NA,NA,372.73,1264.8,743.14,1889059.38,143.96,NA,NA,NA,NA,NA,69.31,23.74,2.24,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 07 m-35.csv,54,PSY106 clump 36C 13,Mito 53,Mito,Object,NA,0.57,NA,NA,NA,NA,NA,407.93,1644.97,801.8,384061.78,235.14,NA,NA,NA,NA,NA,65.15,23.89,3.05,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 07 m-50.csv,1,PSY106 clump 36C 13,ROIs 1,ROIs,Object,NA,188.99,262,1902,472.91,75058917,128.37,290.9,1644.97,594.33,94331440,116.73,0.34,26982.99,495.14,78588272,757.06,NA,NA,NA,4,NA,443,804,596.66,94700431,44.99
PSY106 clump 36C 13 07 m-50.csv,32,PSY106 clump 36C 13,Mito 31,Mito,Object,NA,0.595,NA,NA,NA,NA,NA,363.36,1442.62,858.43,429215.22,220.78,NA,NA,NA,NA,NA,64.52,22.26,2.5,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 07 m-50.csv,42,PSY106 clump 36C 13,Mito 41,Mito,Object,NA,0.441,NA,NA,NA,NA,NA,333.7,1563.93,808.75,299236.25,282.18,NA,NA,NA,NA,NA,66.5,22.43,2.91,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 07 m-50.csv,47,PSY106 clump 36C 13,Mito 46,Mito,Object,NA,5.02,NA,NA,NA,NA,NA,372.73,1264.8,727.36,3065820.5,144.18,NA,NA,NA,NA,NA,69.48,23.67,2.24,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 07 m-50.csv,49,PSY106 clump 36C 13,Mito 48,Mito,Object,NA,0.743,NA,NA,NA,NA,NA,401.79,1644.97,774.92,483551.19,226.87,NA,NA,NA,NA,NA,65.17,23.91,3.04,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-25.csv,1,PSY106 clump 36C 13,ROIs 1,ROIs,Object,NA,196.19,271,2128,470.75,77563642,137.79,288.58,1489.16,590.13,97233832,107.97,1e-6,31024.75,497.88,82034184,742.64,NA,NA,NA,7,NA,432,810,590.04,97218629,44.8
PSY106 clump 36C 13 08 m-25.csv,26,PSY106 clump 36C 13,Mito 25,Mito,Object,NA,0.769,NA,NA,NA,NA,NA,595.35,1278.02,822.32,531221.5,107.82,NA,NA,NA,NA,NA,67.46,17.38,1.6,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-25.csv,28,PSY106 clump 36C 13,Mito 27,Mito,Object,NA,0.127,NA,NA,NA,NA,NA,556.06,1137.59,762.68,81606.79,123.89,NA,NA,NA,NA,NA,68.91,19.06,1.55,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-25.csv,29,PSY106 clump 36C 13,Mito 28,Mito,Object,NA,0.241,NA,NA,NA,NA,NA,549.92,1104.77,749.57,151412.45,98.19,NA,NA,NA,NA,NA,69.19,20.34,1.72,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-25.csv,37,PSY106 clump 36C 13,Mito 36,Mito,Object,NA,2.3,NA,NA,NA,NA,NA,487.98,1327.79,814.48,1570309.38,126.95,NA,NA,NA,NA,NA,64.48,17.95,1.61,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-25.csv,55,PSY106 clump 36C 13,Mito 54,Mito,Object,NA,0.0119,NA,NA,NA,NA,NA,699.32,1016.63,854.03,8540.33,106.36,NA,NA,NA,NA,NA,65.95,19,2.4,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-25.csv,67,PSY106 clump 36C 13,Mito 66,Mito,Object,NA,0.187,NA,NA,NA,NA,NA,431.76,1387.23,742.07,116505.07,214.76,NA,NA,NA,NA,NA,66.16,16.25,3.62,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-25.csv,73,PSY106 clump 36C 13,Mito 72,Mito,Object,NA,0.755,NA,NA,NA,NA,NA,439.11,1267.45,736.97,467238.63,154.68,NA,NA,NA,NA,NA,65.9,18.36,3.78,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-35.csv,1,PSY106 clump 36C 13,ROIs 1,ROIs,Object,NA,196.19,271,2128,470.75,77563642,137.79,288.58,1489.16,590.13,97233832,107.97,1e-6,31024.75,497.88,82034184,742.64,NA,NA,NA,7,NA,432,810,590.04,97218629,44.8
PSY106 clump 36C 13 08 m-35.csv,21,PSY106 clump 36C 13,Mito 20,Mito,Object,NA,0.893,NA,NA,NA,NA,NA,595.35,1288.47,814.14,610602.13,109.02,NA,NA,NA,NA,NA,67.46,17.37,1.61,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-35.csv,23,PSY106 clump 36C 13,Mito 22,Mito,Object,NA,0.145,NA,NA,NA,NA,NA,541.53,1137.59,764.26,93239.55,134.82,NA,NA,NA,NA,NA,68.9,19.06,1.54,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-35.csv,24,PSY106 clump 36C 13,Mito 23,Mito,Object,NA,0.273,NA,NA,NA,NA,NA,539.68,1104.77,743.07,170162.81,101.55,NA,NA,NA,NA,NA,69.19,20.34,1.73,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-35.csv,44,PSY106 clump 36C 13,Mito 43,Mito,Object,NA,2.77,NA,NA,NA,NA,NA,469.12,1333.35,802.97,1868517.13,129.11,NA,NA,NA,NA,NA,64.51,17.96,1.62,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-35.csv,51,PSY106 clump 36C 13,Mito 50,Mito,Object,NA,0.0179,NA,NA,NA,NA,NA,671.05,828.29,717.07,10756.08,40.63,NA,NA,NA,NA,NA,66.01,18.85,2.7,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-35.csv,57,PSY106 clump 36C 13,Mito 56,Mito,Object,NA,0.205,NA,NA,NA,NA,NA,431.76,1387.23,729.01,125388.95,211.42,NA,NA,NA,NA,NA,66.16,16.24,3.64,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-35.csv,63,PSY106 clump 36C 13,Mito 62,Mito,Object,NA,0.872,NA,NA,NA,NA,NA,439.11,1267.8,727.77,532727.94,154.97,NA,NA,NA,NA,NA,65.9,18.35,3.8,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-50.csv,1,PSY106 clump 36C 13,ROIs 1,ROIs,Object,NA,196.19,271,2128,470.75,77563642,137.79,288.58,1489.16,590.13,97233832,107.97,1e-6,31024.75,497.88,82034184,742.64,NA,NA,NA,5,NA,432,810,590.04,97218629,44.8
PSY106 clump 36C 13 08 m-50.csv,11,PSY106 clump 36C 13,Mito 10,Mito,Object,NA,0.214,NA,NA,NA,NA,NA,541.53,1140.58,752.86,135514.67,132.97,NA,NA,NA,NA,NA,68.89,19.07,1.59,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-50.csv,14,PSY106 clump 36C 13,Mito 13,Mito,Object,NA,1.18,NA,NA,NA,NA,NA,544.44,1288.47,800.18,794575.81,115.08,NA,NA,NA,NA,NA,67.45,17.38,1.64,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-50.csv,16,PSY106 clump 36C 13,Mito 15,Mito,Object,NA,0.358,NA,NA,NA,NA,NA,493.9,1115.67,725.96,218513.72,111.02,NA,NA,NA,NA,NA,69.19,20.35,1.79,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-50.csv,46,PSY106 clump 36C 13,Mito 45,Mito,Object,NA,4.95,NA,NA,NA,NA,NA,411.69,1333.35,771.9,3210342.5,139.87,NA,NA,NA,NA,NA,64.88,18.09,2.14,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 08 m-50.csv,54,PSY106 clump 36C 13,Mito 53,Mito,Object,NA,0.275,NA,NA,NA,NA,NA,421.66,1387.23,723.68,167169.91,230.47,NA,NA,NA,NA,NA,66.16,16.25,3.65,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-25.csv,1,PSY106 clump 36C 13,ROIs 1,ROIs,Object,NA,245.6,240,2070,476.18,98216968,166.17,259.99,2275.06,591.83,122000000,115.66,1e-6,20211.3,508.03,105000000,835.97,NA,NA,NA,8,NA,417,818,586.89,121000000,44.88
PSY106 clump 36C 13 09 m-25.csv,9,PSY106 clump 36C 13,Mito 8,Mito,Object,NA,0.148,NA,NA,NA,NA,NA,647.68,1042.35,820.07,101688.95,106.44,NA,NA,NA,NA,NA,29.88,30.56,0.931,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-25.csv,17,PSY106 clump 36C 13,Mito 16,Mito,Object,NA,1.55,NA,NA,NA,NA,NA,496.95,1590.63,929.15,1210683.5,203.41,NA,NA,NA,NA,NA,27.3,29.93,1.65,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-25.csv,30,PSY106 clump 36C 13,Mito 29,Mito,Object,NA,0.0119,NA,NA,NA,NA,NA,707.51,770.55,733.83,7338.34,20.55,NA,NA,NA,NA,NA,31.52,26.73,1.2,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-25.csv,38,PSY106 clump 36C 13,Mito 37,Mito,Object,NA,0.695,NA,NA,NA,NA,NA,438.86,1167.48,850.73,496824.84,129.69,NA,NA,NA,NA,NA,31.26,24.9,2.24,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-25.csv,45,PSY106 clump 36C 13,Mito 44,Mito,Object,NA,0.963,NA,NA,NA,NA,NA,519.14,1731.42,850.14,687763.75,208.23,NA,NA,NA,NA,NA,31.71,27.13,2.33,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-25.csv,46,PSY106 clump 36C 13,Mito 45,Mito,Object,NA,0.887,NA,NA,NA,NA,NA,481.59,1487.69,944.76,703843.19,212.15,NA,NA,NA,NA,NA,30.66,29.53,2.46,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-25.csv,49,PSY106 clump 36C 13,Mito 48,Mito,Object,NA,0.0869,NA,NA,NA,NA,NA,568.98,832.29,734.71,53633.54,52.91,NA,NA,NA,NA,NA,30.1,28.17,2.42,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-25.csv,64,PSY106 clump 36C 13,Mito 63,Mito,Object,NA,1.87,NA,NA,NA,NA,NA,448.29,2024.86,781.7,1228832.13,191.59,NA,NA,NA,NA,NA,28.76,30.28,3.5,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-35.csv,1,PSY106 clump 36C 13,ROIs 1,ROIs,Object,NA,245.6,240,2070,476.18,98216968,166.17,259.99,2275.06,591.83,122000000,115.66,1e-6,20211.3,508.03,105000000,835.97,NA,NA,NA,5,NA,417,818,586.89,121000000,44.88
PSY106 clump 36C 13 09 m-35.csv,7,PSY106 clump 36C 13,Mito 6,Mito,Object,NA,0.175,NA,NA,NA,NA,NA,596.65,1042.35,811.28,119258.73,107.62,NA,NA,NA,NA,NA,29.89,30.55,0.947,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-35.csv,14,PSY106 clump 36C 13,Mito 13,Mito,Object,NA,4.06,NA,NA,NA,NA,NA,448.29,2275.06,837.63,2854650.5,209.63,NA,NA,NA,NA,NA,28.1,30.1,2.66,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-35.csv,29,PSY106 clump 36C 13,Mito 28,Mito,Object,NA,0.775,NA,NA,NA,NA,NA,438.86,1167.48,844.52,549779.69,131.47,NA,NA,NA,NA,NA,31.27,24.89,2.24,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-35.csv,34,PSY106 clump 36C 13,Mito 33,Mito,Object,NA,1.14,NA,NA,NA,NA,NA,482.65,1731.42,832.95,800467.56,202.93,NA,NA,NA,NA,NA,31.69,27.12,2.3,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-35.csv,35,PSY106 clump 36C 13,Mito 34,Mito,Object,NA,1.13,NA,NA,NA,NA,NA,459.71,1487.69,909.55,861344.94,213.98,NA,NA,NA,NA,NA,30.6,29.42,2.45,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-50.csv,1,PSY106 clump 36C 13,ROIs 1,ROIs,Object,NA,245.6,240,2070,476.18,98216968,166.17,259.99,2275.06,591.83,122000000,115.66,1e-6,20211.3,508.03,105000000,835.97,NA,NA,NA,5,NA,417,818,586.89,121000000,44.88
PSY106 clump 36C 13 09 m-50.csv,4,PSY106 clump 36C 13,Mito 3,Mito,Object,NA,5.44,NA,NA,NA,NA,NA,419.6,2275.06,812.2,3707684.25,204.95,NA,NA,NA,NA,NA,28.1,30.07,2.67,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-50.csv,6,PSY106 clump 36C 13,Mito 5,Mito,Object,NA,0.258,NA,NA,NA,NA,NA,555.15,1042.35,797.23,172997.94,108.85,NA,NA,NA,NA,NA,29.89,30.55,0.951,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-50.csv,17,PSY106 clump 36C 13,Mito 16,Mito,Object,NA,1.5,NA,NA,NA,NA,NA,437.1,1731.42,812.64,1020675.37,204.12,NA,NA,NA,NA,NA,31.67,27.09,2.27,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-50.csv,21,PSY106 clump 36C 13,Mito 20,Mito,Object,NA,1.48,NA,NA,NA,NA,NA,426.44,1487.69,879.34,1095662.63,217.59,NA,NA,NA,NA,NA,30.59,29.43,2.44,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 09 m-50.csv,29,PSY106 clump 36C 13,Mito 28,Mito,Object,NA,0.976,NA,NA,NA,NA,NA,438.86,1167.48,829.44,680139.44,133.35,NA,NA,NA,NA,NA,31.25,24.89,2.24,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-25.csv,1,PSY106 clump 36C 13,ROIs 1,ROIs,Object,NA,237.97,247,1973,490.21,97972128,162.66,311.25,1939.74,591.24,118000000,106.42,1e-6,23706.36,516.5,103000000,725.64,NA,NA,NA,8,NA,408,813,587.86,117000000,44.14
PSY106 clump 36C 13 10 m-25.csv,3,PSY106 clump 36C 13,Mito 2,Mito,Object,NA,0.0143,NA,NA,NA,NA,NA,555.56,645.59,600.32,7203.9,29.38,NA,NA,NA,NA,NA,15.62,24.85,0.3,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-25.csv,4,PSY106 clump 36C 13,Mito 3,Mito,Object,NA,0.05,NA,NA,NA,NA,NA,561.98,767.2,671.54,28204.84,47.3,NA,NA,NA,NA,NA,15.35,25.64,0.4,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-25.csv,5,PSY106 clump 36C 13,Mito 4,Mito,Object,NA,0.0452,NA,NA,NA,NA,NA,559.56,666.94,609.51,23161.25,31.17,NA,NA,NA,NA,NA,13.28,25.64,0.316,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-25.csv,8,PSY106 clump 36C 13,Mito 7,Mito,Object,NA,0.0667,NA,NA,NA,NA,NA,544.94,752.61,661.55,37046.66,55.03,NA,NA,NA,NA,NA,15.93,24.1,0.664,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-25.csv,15,PSY106 clump 36C 13,Mito 14,Mito,Object,NA,0.316,NA,NA,NA,NA,NA,576.65,897.79,721.33,191152.64,69.91,NA,NA,NA,NA,NA,15.05,23.3,0.852,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-25.csv,16,PSY106 clump 36C 13,Mito 15,Mito,Object,NA,0.126,NA,NA,NA,NA,NA,606.92,888.24,757.09,80251.07,66.83,NA,NA,NA,NA,NA,12.27,25.89,0.959,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-25.csv,60,PSY106 clump 36C 13,Mito 59,Mito,Object,NA,1.58,NA,NA,NA,NA,NA,363.74,1382.49,804.72,1065450.88,191.26,NA,NA,NA,NA,NA,16.26,25.11,1.96,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-25.csv,68,PSY106 clump 36C 13,Mito 67,Mito,Object,NA,3.2,NA,NA,NA,NA,NA,352.49,1939.74,793.39,2134215.5,206.38,NA,NA,NA,NA,NA,12.59,24.69,2.35,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-35.csv,1,PSY106 clump 36C 13,ROIs 1,ROIs,Object,NA,237.97,247,1973,490.21,97972128,162.66,311.25,1939.74,591.24,118000000,106.42,1e-6,23706.36,516.5,103000000,725.64,NA,NA,NA,7,NA,408,813,587.86,117000000,44.14
PSY106 clump 36C 13 10 m-35.csv,4,PSY106 clump 36C 13,Mito 3,Mito,Object,NA,0.0286,NA,NA,NA,NA,NA,535.61,651.06,594.98,14279.56,34.44,NA,NA,NA,NA,NA,15.63,24.85,0.263,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-35.csv,5,PSY106 clump 36C 13,Mito 4,Mito,Object,NA,0.0738,NA,NA,NA,NA,NA,547.18,703.59,613.59,38042.75,36.4,NA,NA,NA,NA,NA,13.29,25.64,0.339,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-35.csv,6,PSY106 clump 36C 13,Mito 5,Mito,Object,NA,0.0953,NA,NA,NA,NA,NA,544.71,766.38,657.17,52573.35,61.56,NA,NA,NA,NA,NA,15.93,24.1,0.656,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-35.csv,12,PSY106 clump 36C 13,Mito 11,Mito,Object,NA,0.43,NA,NA,NA,NA,NA,562.79,897.79,713.71,257648.39,73.27,NA,NA,NA,NA,NA,15.09,23.37,0.824,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-35.csv,13,PSY106 clump 36C 13,Mito 12,Mito,Object,NA,0.156,NA,NA,NA,NA,NA,606.92,888.24,753.15,98662.02,67.91,NA,NA,NA,NA,NA,12.27,25.88,0.948,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-35.csv,52,PSY106 clump 36C 13,Mito 51,Mito,Object,NA,2,NA,NA,NA,NA,NA,363.74,1382.49,790.18,1329084.63,185.7,NA,NA,NA,NA,NA,16.2,25.14,1.85,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-35.csv,58,PSY106 clump 36C 13,Mito 57,Mito,Object,NA,3.77,NA,NA,NA,NA,NA,352.49,1939.74,786.19,2492237,201.02,NA,NA,NA,NA,NA,12.64,24.7,2.3,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-50.csv,1,PSY106 clump 36C 13,ROIs 1,ROIs,Object,NA,237.97,247,1973,490.21,97972128,162.66,311.25,1939.74,591.24,118000000,106.42,1e-6,23706.36,516.5,103000000,725.64,NA,NA,NA,2,NA,408,813,587.86,117000000,44.14
PSY106 clump 36C 13 10 m-50.csv,3,PSY106 clump 36C 13,Mito 2,Mito,Object,NA,0.0583,NA,NA,NA,NA,NA,519.35,680.17,592.32,29023.54,41,NA,NA,NA,NA,NA,15.63,24.85,0.294,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 13 10 m-50.csv,55,PSY106 clump 36C 13,Mito 54,Mito,Object,NA,9.33,NA,NA,NA,NA,NA,352.49,1939.74,755.51,5918658,176.83,NA,NA,NA,NA,NA,13.99,24.81,1.9,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 01 m-25.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,164.51,255,2459,479.76,66283623,164.82,272.16,1859.23,571.3,78929856,114.1,3.25,34288.31,515.68,71245328,933.26,NA,NA,NA,2,NA,416,753,569.89,78734857,42.49
PSY106 clump 36C 14 01 m-25.csv,23,PSY106 clump 36C 14,Mito 22,Mito,Object,NA,2.88,NA,NA,NA,NA,NA,327.77,1604.95,727.03,1757242.13,210.43,NA,NA,NA,NA,NA,14.68,11.94,2.68,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 01 m-25.csv,24,PSY106 clump 36C 14,Mito 23,Mito,Object,NA,0.635,NA,NA,NA,NA,NA,498.62,1352.43,834.09,444568.44,151.84,NA,NA,NA,NA,NA,13.56,13.31,1.97,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 01 m-35.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,164.51,255,2459,479.76,66283623,164.82,272.16,1859.23,571.3,78929856,114.1,3.25,34288.31,515.68,71245328,933.26,NA,NA,NA,2,NA,416,753,569.89,78734857,42.49
PSY106 clump 36C 14 01 m-35.csv,19,PSY106 clump 36C 14,Mito 18,Mito,Object,NA,3.24,NA,NA,NA,NA,NA,327.77,1604.95,723,1969440.38,209.56,NA,NA,NA,NA,NA,14.67,11.94,2.67,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 01 m-35.csv,20,PSY106 clump 36C 14,Mito 19,Mito,Object,NA,0.712,NA,NA,NA,NA,NA,498.62,1352.43,832.38,497765,154.81,NA,NA,NA,NA,NA,13.55,13.31,1.96,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 01 m-50.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,164.51,255,2459,479.76,66283623,164.82,272.16,1859.23,571.3,78929856,114.1,3.25,34288.31,515.68,71245328,933.26,NA,NA,NA,3,NA,416,753,569.89,78734857,42.49
PSY106 clump 36C 14 01 m-50.csv,10,PSY106 clump 36C 14,Mito 9,Mito,Object,NA,0.0155,NA,NA,NA,NA,NA,651.16,874.45,782.56,10173.25,71.87,NA,NA,NA,NA,NA,13.01,12.25,1.2,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 01 m-50.csv,14,PSY106 clump 36C 14,Mito 13,Mito,Object,NA,4.15,NA,NA,NA,NA,NA,309.38,1657.92,713.49,2487942,206.06,NA,NA,NA,NA,NA,14.65,11.93,2.67,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 01 m-50.csv,15,PSY106 clump 36C 14,Mito 14,Mito,Object,NA,0.892,NA,NA,NA,NA,NA,487.66,1352.43,827.03,619443.44,154.49,NA,NA,NA,NA,NA,13.55,13.31,1.95,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 02 m-25.csv,1,PSY106 clump 36C 14,ROIs 1,ROIs,Object,NA,228.04,240,1745,429.9,82334241,128.05,254.51,3269.63,582.75,112000000,118.51,4.73,16552.52,454.66,87076304,655.43,NA,NA,NA,3,NA,429,853,581.86,111000000,43.43
PSY106 clump 36C 14 02 m-25.csv,28,PSY106 clump 36C 14,Mito 27,Mito,Object,NA,1.32,NA,NA,NA,NA,NA,370.44,1463.07,817.89,903766.56,182.24,NA,NA,NA,NA,NA,14.87,17.14,2.8,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 14 02 m-25.csv,34,PSY106 clump 36C 14,Mito 33,Mito,Object,NA,2.74,NA,NA,NA,NA,NA,385.49,3269.63,817.48,1881844.63,247.6,NA,NA,NA,NA,NA,19.9,17.17,2.36,NA,1,NA,NA,NA,NA,NA
